household_email,appliance_number,eer
kdhamer@warephase.com,2,16.8
kduenas@conecom.com,1,1.5
kengelberg@singletechno.com,1,1.9
kengelberg@singletechno.com,3,2.5
kgibes@bioplex.com,2,3.2
kglick@treequote.com,1,2.8
khalsey@kinnamplus.com,2,3
khanafan@bioplex.com,2,0.9
khengel@treequote.com,3,2.2
kherritt@sumace.com,1,2.3
khochard@lexiqvolax.com,1,6.8
khochard@year-job.com,5,3.4
khollack@plussunin.com,2,3.6
kjacobos@toughzap.com,2,3.3
kjulia@stanredtax.com,1,2.4
kkaniecki@toughzap.com,1,1.5
kkannady@zencorporation.com,3,2.2
kkardas@xx-zobam.com,3,1.1
kkeetch@gogozoom.com,3,3.7
kketelsen@sumace.com,2,7.5
kkippley@konmatfix.com,2,0.4
kkippley@konmatfix.com,3,1.8
kkitzman@donquadtech.com,3,3
kklimek@stanredtax.com,2,3.6
kklimek@sumace.com,2,3.1
kklimek@sumace.com,3,1
kkulzer@j-texon.com,2,3.6
klabreche@betasoloin.com,2,6.2
klawler@zotware.com,1,0.6
klawler@zotware.com,3,0.7
kleto@iselectrics.com,2,4.4
klietz@plusstrip.com,4,1.3
klietz@plusstrip.com,5,1.4
kliukko@xx-holding.com,1,2.7
kloader@betasoloin.com,3,3.5
klother@rundofase.com,2,2.5
klother@statholdings.com,1,7
klungren@rundofase.com,1,2.4
klungren@rundofase.com,3,1.8
kmclaird@sonron.com,2,4.7
kmclaird@sonron.com,3,1.4
kmenter@statholdings.com,3,3.8
kmenter@statholdings.com,4,10.1
kmerced@iselectrics.com,1,1.9
kmiro@bioholding.com,1,4.3
kmiro@rangreen.com,4,4.2
kmodzelewski@rangreen.com,2,1.8
kmodzelewski@rangreen.com,3,2.3
kmondella@mathtouch.com,1,3.6
kmondella@mathtouch.com,3,8.2
kmonterrubio@golddex.com,1,1.7
kmonterrubio@j-texon.com,3,0.9
kmorasca@statholdings.com,2,4.7
kparvis@gogozoom.com,1,13
kparvis@gogozoom.com,4,3.2
kpaskin@labdrill.com,1,3.5
kpaulas@xx-holding.com,3,3.8
kpoquette@ron-tech.com,3,3.6
kragel@fasehatice.com,1,5.1
kregusters@domzoom.com,2,2.5
krhym@mathtouch.com,2,13.9
krhym@mathtouch.com,3,2.4
kriden@dalttechnology.com,1,8.7
krim@goodsilron.com,1,5.6
krodeigues@xx-holding.com,2,2.3
ksamu@goodsilron.com,1,8.1
ksawchuk@singletechno.com,3,2.2
kshadrick@dontechi.com,2,5.1
kshadrick@dontechi.com,3,0.8
kshinko@zoomit.com,3,2.1
kshinko@zumgoity.com,1,1.7
kskursky@openlane.com,1,1.3
kskursky@openlane.com,5,1.6
kspringe@nam-zim.com,1,7.8
ktagala@xx-zobam.com,2,4.5
ktagala@xx-zobam.com,3,2.3
ktillotson@silis.com,2,4.2
ktimenez@condax.com,2,2.2
ktjepkema@labdrill.com,5,1.3
kvanheusen@j-texon.com,3,1.8
kvizarro@fasehatice.com,2,2.4
kwiklund@faxquote.com,3,3.1
kyori@groovestreet.com,3,1.9
kzurcher@kan-code.com,1,10.6
lankeny@lexiqvolax.com,1,2
lankeny@lexiqvolax.com,3,4.2
lankeny@scottech.com,2,1.8
larceo@bioplex.com,1,1.7
larceo@bioplex.com,2,2.9
larias@plexzap.com,4,2.8
lasar@sumace.com,3,5.9
lasar@sumace.com,6,1.9
lasar@sumace.com,7,4.7
lbaltimore@kan-code.com,1,1.6
lbarfield@doncon.com,2,2.1
lbennick@konmatfix.com,4,1.4
lberganza@sumace.com,1,3.3
lblackwood@kinnamplus.com,1,2.1
lbolognia@donware.com,1,6.7
lbolognia@donware.com,3,4.5
lbolognia@donware.com,4,6.1
lbookamer@statholdings.com,4,0.6
lboulter@fasehatice.com,1,2.8
lboulter@labdrill.com,2,0.8
lbriddick@singletechno.com,5,4.4
lbrossart@isdom.com,1,1.1
lbrossart@isdom.com,4,3
lbrucato@dambase.com,1,2.6
lbrucato@dambase.com,4,5.7
lbrucato@dambase.com,5,2
lbruschke@dontechi.com,2,4.1
lbruschke@dontechi.com,3,1.7
lburnard@kan-code.com,1,12
lbuzick@zencorporation.com,1,4.1
lbuzick@zencorporation.com,2,3.5
lbuzick@zencorporation.com,3,2.1
lcaiafa@groovestreet.com,4,1.7
lcaiafa@groovestreet.com,8,2
lcaiafa@plussunin.com,3,1.9
lcallaro@codehow.com,1,5.1
lcallaro@faxquote.com,3,4
lcartan@inity.com,3,1.8
lcartan@konmatfix.com,5,4.2
lcetta@bioholding.com,1,3.9
lcetta@kan-code.com,1,2.7
lcetta@kan-code.com,3,4
lcolaizzo@bioplex.com,3,3.7
lcolaizzo@zumgoity.com,1,4.3
lcoody@doncon.com,2,6.8
lcoody@warephase.com,2,0.8
lcousey@dambase.com,1,1.5
lcrupi@funholding.com,1,24.6
ldallen@hottechi.com,3,6.3
ldarakjy@plexzap.com,4,1.2
ldarakjy@stanredtax.com,2,3.8
ldegonia@inity.com,1,2.3
ldegonia@kinnamplus.com,2,3.8
ldevreese@doncon.com,1,1.3
ldevreese@doncon.com,4,1.5
ldevreese@doncon.com,5,5.7
ldewar@y-corporation.com,1,2.6
ldewar@y-corporation.com,2,2.3
ldewar@y-corporation.com,3,2
ldiestel@year-job.com,1,9
lemard@dalttechnology.com,3,2
lemard@stanredtax.com,3,2.7
lemard@stanredtax.com,5,2
lemigh@betasoloin.com,2,1.2
lemigh@betasoloin.com,4,3.4
lengelberg@plusstrip.com,1,5.7
leschberger@scottech.com,3,1.2
lfallick@sonron.com,3,2.4
lfallick@sonron.com,4,1.9
lfeichtner@donquadtech.com,2,2
lfelger@fasehatice.com,2,2.1
lfelger@fasehatice.com,7,5.6
lfelger@nam-zim.com,1,2.9
lflosi@domzoom.com,3,5.5
lfoller@konex.com,5,1.9
lfrerking@dambase.com,1,5.3
lfrerking@dambase.com,2,1.6
lfrerking@dambase.com,3,11.7
lfrey@sonron.com,2,2.1
lfrey@sonron.com,4,3.5
lfrey@sonron.com,6,1.8
lgehrett@rantouch.com,2,2.6
lgellinger@sunnamplex.com,1,2.5
lgillaspie@konmatfix.com,2,2.9
lgleich@scottech.com,4,3.1
lglick@openlane.com,3,3.1
lgreenbush@iselectrics.com,2,1.4
lharabedian@betatech.com,2,2.9
lharabedian@betatech.com,3,2
lharabedian@betatech.com,4,1.5
lharnos@sonron.com,1,4.7
lharnos@sonron.com,4,1.8
lharoldson@toughzap.com,3,3
lhaufler@rantouch.com,1,2
lhaufler@rantouch.com,2,1.1
lheimann@groovestreet.com,3,1.1
lheimann@groovestreet.com,4,1.3
lheimann@groovestreet.com,5,2.3
lheimann@silis.com,1,2.6
lheimann@sunnamplex.com,3,1.4
lheintzman@plexzap.com,3,2.9
lhengel@donware.com,1,3.5
lhirpara@golddex.com,2,3.6
lhochard@gogozoom.com,3,1.9
lhochard@gogozoom.com,5,3
lhochard@gogozoom.com,6,1.3
lhochard@inity.com,1,9
lhochard@y-corporation.com,1,4.6
lhoffis@mathtouch.com,3,1.1
lhoneywell@funholding.com,1,1.2
ljeanty@scottech.com,3,3.4
ljurney@conecom.com,1,1.7
ljurney@scottech.com,4,3.3
ljuvera@ron-tech.com,1,3.4
lkarpin@silis.com,1,0.4
lkarpin@xx-holding.com,2,6.4
lkeetch@cancity.com,2,1.1
lketelsen@doncon.com,3,3.2
lkiel@finhigh.com,1,2.3
lkiel@finhigh.com,2,1.8
lkiel@finhigh.com,5,8.4
lkiel@finhigh.com,7,1.5
lkiel@streethex.com,1,4.5
lklang@xx-zobam.com,1,6.1
lklang@xx-zobam.com,3,1.8
lklang@xx-zobam.com,4,7.6
lkonopacki@hatfan.com,2,2.5
lkonopacki@hatfan.com,4,1.8
lkonopacki@hatfan.com,5,1.7
llabreche@donware.com,1,1.1
llabreche@zumgoity.com,1,5.9
llace@bioplex.com,4,2.8
llace@xx-zobam.com,3,2.1
llace@xx-zobam.com,4,6.4
llacovara@ron-tech.com,1,1.3
llatzke@dontechi.com,4,2.5
llatzke@dontechi.com,5,13.4
lleinenbach@scottech.com,1,1.5
llimmel@zoomit.com,1,5.2
llinahan@gogozoom.com,3,1.3
llinahan@lexiqvolax.com,3,0.8
llipke@rundofase.com,1,3.4
llipke@rundofase.com,3,3.2
llipkin@kinnamplus.com,1,9.3
llizama@codehow.com,2,2.1
lloader@treequote.com,2,1.5
lloader@treequote.com,4,2.5
llueckenbach@doncon.com,1,4.1
llueckenbach@zoomit.com,1,1.8
llueckenbach@zoomit.com,3,1.6
llueckenbach@zoomit.com,5,2.4
llueckenbach@zoomit.com,6,2.9
lmadarang@ontomedia.com,1,2.2
lmadarang@ontomedia.com,3,1.8
lmaile@zotware.com,1,1.9
lmaillard@betatech.com,4,1.4
lmaillard@betatech.com,6,3
lmalet@golddex.com,1,3.6
lmalvin@labdrill.com,7,3.5
lmanno@fasehatice.com,1,12.5
lmanno@fasehatice.com,3,2.6
lmanno@plexzap.com,1,3.3
lmarrier@blackzim.com,3,5
lmarrier@opentech.com,1,3.5
lmastella@fasehatice.com,1,2.2
lmaybury@finhigh.com,2,1.7
lmaybury@finhigh.com,4,2
lmaynerich@bioplex.com,6,1.2
lmclaird@blackzim.com,1,8.6
lmcnease@dontechi.com,3,5
lmcnease@nam-zim.com,1,1.9
lmcnease@nam-zim.com,2,3.9
lmconnell@scotfind.com,1,2.9
lmeinerding@domzoom.com,1,2.2
lmeinerding@warephase.com,2,11.3
lmenter@hottechi.com,3,2.2
lmenter@hottechi.com,7,4.7
lmenter@plusstrip.com,1,2.9
lmeteer@plusstrip.com,3,0.6
lmeteer@plusstrip.com,9,1.4
lmiceli@donware.com,1,2.8
lmiro@yearin.com,1,15.3
lmondella@conecom.com,1,1.8
lmonterrubio@groovestreet.com,3,1.7
lmorasca@kinnamplus.com,2,2.7
lmorocco@sonron.com,1,1.6
lmorocco@sonron.com,2,2.3
lmunis@y-corporation.com,1,9.3
lmunns@hottechi.com,4,2.3
lnabours@konmatfix.com,1,1.4
lnabours@rundofase.com,3,2.1
lneither@iselectrics.com,1,2.2
lnievas@cancity.com,3,1.4
lnunlee@scottech.com,3,1.5
loldroyd@inity.com,1,9
loldroyd@inity.com,3,3.1
loldroyd@inity.com,4,1.8
loldroyd@kinnamplus.com,3,8.2
lonofrio@opentech.com,1,6.2
lonofrio@opentech.com,3,2
lostolaza@sunnamplex.com,3,2.1
lostrosky@opentech.com,1,1.2
lpalaia@nam-zim.com,3,1.5
lpalaia@ontomedia.com,1,5.1
lpalaia@singletechno.com,1,1.4
lpalaspas@funholding.com,1,4
lpapasergi@goodsilron.com,1,2.1
lparlato@gogozoom.com,2,0.9
lparvis@j-texon.com,3,3.8
lparvis@lexiqvolax.com,3,4.8
lpatak@ontomedia.com,1,4.6
lpatak@ontomedia.com,2,4.3
lpatak@ontomedia.com,3,2.1
lperigo@lexiqvolax.com,1,1.2
lperigo@lexiqvolax.com,2,1.4
lperin@betatech.com,1,1.4
lperin@betatech.com,7,1.2
lradde@inity.com,5,1.8
lradde@inity.com,6,8.4
lragel@iselectrics.com,1,2.4
lragel@zoomit.com,4,1.9
lrentfro@codehow.com,1,2.7
lrhym@bioplex.com,4,3.1
lrodenberger@statholdings.com,1,3.8
lroyster@sumace.com,1,12.5
lroyster@sumace.com,2,1.3
lroyster@sunnamplex.com,9,2.6
lsaras@dambase.com,1,4.7
lsawchuk@plussunin.com,1,6.6
lschemmer@dontechi.com,1,1.6
lschemmer@dontechi.com,3,2.5
lschmaltz@betatech.com,1,3
lschnitzler@sonron.com,2,0.6
lscipione@zathunicon.com,2,1.1
lseewald@rundofase.com,2,4.6
lseewald@rundofase.com,4,2.6
lsemidey@faxquote.com,2,0.9
lsengbusch@toughzap.com,4,7
lsengbusch@toughzap.com,5,1.5
lshealy@conecom.com,2,4.1
lshealy@conecom.com,5,1.5
lshields@groovestreet.com,2,3
lshields@groovestreet.com,3,1.7
lsilvestrini@nam-zim.com,1,2.6
lsilvestrini@nam-zim.com,7,1.4
lsimilton@blackzim.com,2,1.1
lsimilton@rangreen.com,3,3.1
lskursky@ganjaflex.com,4,2.4
lsteier@green-plus.com,1,6.9
lsteier@green-plus.com,3,8.8
lstem@bioholding.com,1,3.7
lstem@bioholding.com,2,2.8
lstockham@sunnamplex.com,1,1.9
lstrassner@kan-code.com,1,1
lstrassner@kan-code.com,2,6.1
lstrassner@kan-code.com,5,0.9
lsuffield@scottech.com,4,3
ltagala@bioplex.com,3,1.7
ltagala@bioplex.com,5,4.6
ltagala@bioplex.com,6,1
ltawil@plusstrip.com,1,2.7
lthreets@blackzim.com,3,1.8
lthreets@rangreen.com,1,6.3
lthreets@rangreen.com,2,6.2
lthreets@rangreen.com,3,5.1
lthreets@rangreen.com,4,17.2
lthyberg@toughzap.com,4,2.4
ltimenez@isdom.com,2,4
ltollner@funholding.com,4,0.9
ltomblin@condax.com,2,2.2
ltomblin@condax.com,3,2.4
ltomblin@plusstrip.com,1,1.1
ltomblin@plusstrip.com,3,5.3
ltomblin@plusstrip.com,4,3.3
ltreston@ganjaflex.com,1,6.9
lvanausdal@zumgoity.com,1,7.8
lvanausdal@zumgoity.com,3,2.5
lvenere@domzoom.com,3,1.7
lvenere@rangreen.com,1,0.9
lventura@betasoloin.com,2,1.8
lvillanueva@betasoloin.com,1,3.4
lwardrip@streethex.com,1,1.4
lwardrip@streethex.com,4,1.4
lwardrip@streethex.com,5,5.2
lweglarz@dalttechnology.com,1,1.4
lwenner@blackzim.com,7,3.4
lwenzinger@konmatfix.com,3,7.7
lwiklund@inity.com,2,1.9
lwolfgramm@scottech.com,3,9.3
lwolfgramm@warephase.com,5,3.7
lworlds@plexzap.com,2,0.7
lworlds@plexzap.com,3,2.3
lworlds@plussunin.com,1,2.5
lyglesias@dalttechnology.com,2,1.6
lyori@zoomit.com,5,2.4
lyori@zoomit.com,6,0.9
mahle@kinnamplus.com,1,1.3
mahle@kinnamplus.com,2,4.8
malbares@goodsilron.com,1,3.9
mamigon@donquadtech.com,3,2.4
mamyot@fasehatice.com,6,1.5
mandreason@domzoom.com,1,2.6
maquas@plussunin.com,3,1.9
mauber@hottechi.com,1,3.7
mauffrey@inity.com,1,2.2
mbartolet@betatech.com,1,18.3
mbenimadho@green-plus.com,1,4.7
mbenimadho@green-plus.com,3,1.7
mberray@groovestreet.com,2,3.7
mberray@groovestreet.com,5,2.1
mbiddy@j-texon.com,3,1.9
mbirkner@lexiqvolax.com,1,5.3
mbirkner@lexiqvolax.com,2,3.3
mblackwood@mathtouch.com,3,2.2
mbriddick@ganjaflex.com,1,2.9
mbriddick@ganjaflex.com,2,4.8
mbriddick@ganjaflex.com,3,2.8
mbutt@goodsilron.com,1,3.7
mbutt@goodsilron.com,3,1.3
mcaldarera@blackzim.com,1,3
mcallaro@domzoom.com,3,2.8
mcampain@rangreen.com,2,1.4
mcampain@rangreen.com,3,2.1
mcanlas@donquadtech.com,1,1.2
mcaudy@newex.com,4,1.3
mcaudy@xx-zobam.com,2,4.6
mcaudy@xx-zobam.com,3,1.4
mcaudy@xx-zobam.com,4,2.2
mchui@funholding.com,3,4.2
mchui@isdom.com,2,1.7
mdelasancha@xx-zobam.com,2,1
mdhamer@hottechi.com,1,2.8
mdhamer@plusstrip.com,3,2.7
mdiestel@ontomedia.com,2,3.1
mdubaldi@j-texon.com,1,2.8
mduenas@betasoloin.com,2,2.7
mduenas@betasoloin.com,3,1.3
memard@inity.com,1,11.1
mengelberg@sonron.com,2,2.6
mengelberg@sonron.com,4,2.5
mengelberg@zumgoity.com,3,2.5
meschberger@dalttechnology.com,1,2.4
meschberger@dalttechnology.com,3,1
meschberger@dalttechnology.com,4,1.5
meschberger@dalttechnology.com,5,6.5
mestell@j-texon.com,1,1.5
mestell@j-texon.com,2,1.1
mestell@j-texon.com,3,1.6
mestell@scottech.com,2,1.5
mfeichtner@zathunicon.com,1,6.4
mfeichtner@zathunicon.com,3,2.7
mferrario@yearin.com,2,2.3
mfrerking@bioplex.com,1,3.2
mgalam@xx-holding.com,2,1.3
mgarufi@betasoloin.com,2,1.4
mgarufi@nam-zim.com,2,1.1
mglick@stanredtax.com,1,6.4
mglick@stanredtax.com,3,4.8
mgobern@plussunin.com,8,1.7
mgochal@isdom.com,1,2
mgochal@isdom.com,3,3.7
mgreenbush@year-job.com,2,2.1
mgreenbush@year-job.com,3,3.2
mhanafan@hatfan.com,2,3.1
mharabedian@finhigh.com,2,3.4
mharoldson@year-job.com,1,8.7
mhauenstein@labdrill.com,2,0.6
mhiatt@rantouch.com,1,2.3
mhiatt@rantouch.com,4,11.9
mhirpara@cancity.com,3,1.3
mhoneywell@betatech.com,1,2.6
mhoogland@betatech.com,2,5.3
mhoogland@betatech.com,4,1.3
mhughey@zencorporation.com,1,2
misenhower@lexiqvolax.com,1,1.7
misenhower@lexiqvolax.com,2,10.3
miturbide@betasoloin.com,2,2.9
mjeanty@betatech.com,1,4.2
mjeanty@finjob.com,3,1.9
mjuvera@newex.com,3,1.3
mjuvera@plusstrip.com,3,2.1
mkampa@singletechno.com,1,2.1
mkaniecki@cancity.com,3,1.3
mkaniecki@cancity.com,4,1.3
mkeneipp@dambase.com,1,4.3
mkines@singletechno.com,5,2.2
mkines@singletechno.com,6,2.1
mkitty@newex.com,1,3.3
mklonowski@finjob.com,3,1.5
mkolmetz@bioholding.com,3,5.1
mkorando@finjob.com,1,4.6
mkorando@sonron.com,4,13.1
mkulzer@fasehatice.com,6,1.3
mlatzke@condax.com,1,1.3
mlatzke@hottechi.com,1,6.2
mlatzke@openlane.com,2,3.7
mlatzke@openlane.com,4,2.2
mlatzke@openlane.com,8,3
mlatzke@openlane.com,9,6.9
mleto@plusstrip.com,3,11.8
mlindall@opentech.com,2,1.8
mloder@year-job.com,3,1.1
mlother@condax.com,2,3.6
mlueckenbach@finhigh.com,3,1.1
mmaillard@stanredtax.com,2,2.6
mmaillard@stanredtax.com,4,3.8
mmaisto@finjob.com,2,5.7
mmalet@plussunin.com,4,4.9
mmanno@faxquote.com,2,3.4
mmanno@faxquote.com,3,2.4
mmanno@nam-zim.com,1,2.4
mmanno@nam-zim.com,2,1.9
mmccullan@j-texon.com,1,8
mmccullan@j-texon.com,2,2.2
mmcdoniel@zathunicon.com,2,4.8
mmclaird@labdrill.com,2,1.6
mmclaird@labdrill.com,3,12.8
mmeisel@openlane.com,3,3.6
mmiro@sunnamplex.com,1,1.3
mmiro@sunnamplex.com,2,1.9
mmiro@yearin.com,3,1.9
mmodzelewski@plussunin.com,2,6.9
mmodzelewski@plussunin.com,4,1.9
mmondella@mathtouch.com,1,4.4
mmonterrubio@domzoom.com,1,2.3
mmonterrubio@domzoom.com,2,6.4
mmugnolo@yearin.com,2,1.7
mmugnolo@yearin.com,3,7
mnunlee@konex.com,4,1.6
mohms@isdom.com,2,5
mostolaza@stanredtax.com,6,4.6
mostrosky@betatech.com,6,6.5
mpalaspas@ganjaflex.com,1,7.5
mpalaspas@ganjaflex.com,2,3.9
mpapasergi@mathtouch.com,2,0.9
mpaskin@lexiqvolax.com,4,4.3
mperigo@j-texon.com,3,2.9
mperigo@j-texon.com,5,6.2
mperigo@j-texon.com,6,9.8
mperigo@j-texon.com,7,2.3
mperruzza@konex.com,1,1.6
mradde@ganjaflex.com,3,2
mrentfro@ron-tech.com,2,2.5
mrhym@ron-tech.com,1,7.6
mrodeigues@conecom.com,2,2.8
mrodeigues@xx-holding.com,1,1.5
mrodeigues@xx-holding.com,2,2.1
mrodeigues@xx-holding.com,3,1.4
mroyster@silis.com,2,0.7
mrulapaugh@rundofase.com,1,1.3
mrulapaugh@stanredtax.com,1,9.9
msahagun@domzoom.com,5,1.9
msarao@lexiqvolax.com,3,1.3
msawchuk@newex.com,3,2.4
mschemmer@bioplex.com,1,18.4
mschemmer@zathunicon.com,1,1.1
mschirpke@zathunicon.com,1,0.4
mschmaltz@betasoloin.com,1,4.8
mseewald@ron-tech.com,2,1.1
msetter@ganjaflex.com,2,8.1
mshields@hatfan.com,3,2.3
mshields@hatfan.com,6,1
mshinko@hatfan.com,1,1.8
mshinko@hatfan.com,2,4.6
mshinko@hatfan.com,3,2
mshinko@hatfan.com,4,1.8
mskursky@yearin.com,1,5.9
mslusarski@donquadtech.com,6,2
msmith@labdrill.com,3,1.8
mstem@sonron.com,3,2.8
mstenseth@betatech.com,3,1.2
mstenseth@plusstrip.com,1,2.3
mstenseth@plusstrip.com,3,2.4
mstuer@year-job.com,4,13.4
mtagala@nam-zim.com,3,2.2
mtawil@conecom.com,1,4.7
mtillotson@finjob.com,1,2.5
mtillotson@finjob.com,2,1.6
mtoelkes@donware.com,2,1.5
mtoelkes@scotfind.com,2,0.9
mtomasulo@isdom.com,1,1.8
mtomasulo@isdom.com,5,4.2
muyetake@ron-tech.com,1,3.4
mvanheusen@hatfan.com,1,1.2
mvarriano@dalttechnology.com,2,1.7
mvarriano@labdrill.com,1,4
mvillanueva@kan-code.com,1,4.8
mvinning@silis.com,2,3.8
mwaycott@plusstrip.com,3,9.1
mweglarz@donquadtech.com,2,1.7
mweglarz@donquadtech.com,3,3
mwenner@plussunin.com,1,28.1
mwesterbeck@faxquote.com,1,13.9
mwitten@dambase.com,3,5
mwolny@opentech.com,2,2.1
mwolny@opentech.com,3,1.3
mworlds@doncon.com,3,1.3
mwrinkles@funholding.com,3,5.7
myum@dambase.com,6,1.1
mzane@opentech.com,1,3.5
nacey@betatech.com,1,1.6
nacey@betatech.com,4,7.5
nankeny@funholding.com,1,2.4
nankeny@funholding.com,2,1.9
naredondo@konmatfix.com,1,0.8
nbeech@zencorporation.com,1,0.7
nbeech@zencorporation.com,2,1.2
nbenimadho@plussunin.com,6,4.7
nbenimadho@plussunin.com,9,2.9
nberlanga@kan-code.com,1,1.4
nbookamer@rangreen.com,1,9.2
nbookamer@rangreen.com,3,1.2
nbookamer@rangreen.com,4,1.1
nbubash@condax.com,1,1.2
ncaiafa@newex.com,2,6.2
ncaudy@labdrill.com,1,2.8
ncaudy@labdrill.com,2,4.4
nclaucherty@codehow.com,1,0.8
nclaucherty@codehow.com,2,1.8
ncolaizzo@scottech.com,1,1.8
ncolaizzo@scottech.com,2,1.1
ncolaizzo@yearin.com,3,1.7
ncousey@warephase.com,1,2.2
ndaufeldt@ron-tech.com,1,1.9
ndaufeldt@ron-tech.com,2,0.6
ndaufeldt@ron-tech.com,3,2.1
ndorshorst@treequote.com,2,2.3
nengelberg@ganjaflex.com,1,2.1
nengelberg@ganjaflex.com,2,1.6
nfallick@golddex.com,3,0.9
nferencz@dambase.com,2,4.4
nflosi@newex.com,1,1.5
nflosi@newex.com,3,1.2
nfortino@gogozoom.com,1,3.2
nfortino@gogozoom.com,3,8.2
nfrerking@sumace.com,2,5
ngarufi@zoomit.com,2,1.1
ngillaspie@betasoloin.com,1,2.3
nglick@betatech.com,3,1.9
nharnos@nam-zim.com,2,0.9
nharoldson@warephase.com,1,2.8
nharoldson@warephase.com,2,2.6
nharoldson@warephase.com,3,2
nheintzman@opentech.com,1,7
nhirpara@doncon.com,4,2
nisaacs@finjob.com,1,2.3
nisaacs@finjob.com,5,2.1
njillson@betatech.com,1,2.1
nkarpel@treequote.com,1,1.9
nkorando@kan-code.com,1,18.9
nlacovara@year-job.com,1,1.1
nlawler@scottech.com,7,2.3
nlietz@bioholding.com,1,6.8
nlietz@bioholding.com,2,2.4
nloader@kinnamplus.com,2,1.8
nloader@kinnamplus.com,3,2.3
nmallett@rantouch.com,4,14.8
nmiceli@green-plus.com,1,4.3
nmontezuma@mathtouch.com,4,13.9
nnunlee@plusstrip.com,2,1.8
nnunlee@plusstrip.com,4,1.7
nparlato@goodsilron.com,2,1.7
nparlato@goodsilron.com,3,2
nparlato@goodsilron.com,7,1.6
nparvis@donquadtech.com,1,1.2
npaulas@donware.com,3,2.1
nperin@bioholding.com,1,1.6
nplumer@finhigh.com,1,2.7
nplumer@finhigh.com,4,5.9
nreiber@konex.com,1,2
nriden@iselectrics.com,2,6.7
nryser@scotfind.com,2,4.7
nschmaltz@betatech.com,3,1.5
nshields@j-texon.com,1,4.5
nsimilton@kan-code.com,1,2.7
nstenseth@scottech.com,2,1.4
nsweely@isdom.com,2,2.5
nsyrop@finhigh.com,3,1.5
nvanheusen@rangreen.com,2,1.8
nvocelka@scottech.com,1,2.1
nweight@faxquote.com,1,4.4
nweight@stanredtax.com,3,1.5
nweight@stanredtax.com,6,5.7
nwildfong@conecom.com,1,1.3
nwildfong@conecom.com,4,1.1
nwildfong@conecom.com,6,2.9
nwolfgramm@betasoloin.com,1,0.8
nwolny@plussunin.com,1,1.5
nzane@faxquote.com,2,12.6
nzane@faxquote.com,3,1.4
nzepp@stanredtax.com,3,11.2
ocryer@xx-zobam.com,1,9.1
oeroman@donware.com,1,3.6
ohudnall@ron-tech.com,2,1.2
oloder@dambase.com,2,3.1
omaclead@kinnamplus.com,1,1
oostolaza@zencorporation.com,1,1.2
oryser@rantouch.com,4,4.7
oschemmer@opentech.com,2,0.5
oyori@green-plus.com,1,4.4
oyori@green-plus.com,2,7.3
paquas@newex.com,1,3
paquas@newex.com,4,14.8
pauffrey@dontechi.com,3,1.3
pdallen@green-plus.com,3,2.5
pehmann@conecom.com,1,4.1
pehmann@conecom.com,3,1.7
pennaco@doncon.com,1,1.8
peschberger@groovestreet.com,2,7.9
pfishburne@betatech.com,1,2
pgalam@condax.com,3,5
pgleich@domzoom.com,3,1.9
phirpara@rangreen.com,1,0.9
phirpara@rangreen.com,5,5.1
phoffis@kan-code.com,1,3.9
phoffis@kan-code.com,3,10.7
pisenhower@blackzim.com,4,1.7
piturbide@green-plus.com,1,2.4
pkippley@y-corporation.com,1,1.4
pkippley@y-corporation.com,2,1.4
pkippley@y-corporation.com,4,1.7
pkulzer@ganjaflex.com,1,3.2
plimmel@plussunin.com,3,3.3
plimmel@plussunin.com,4,3.7
plimmel@plussunin.com,6,5.5
plother@xx-holding.com,1,5.1
plother@xx-holding.com,3,4.2
pmaillard@scotfind.com,4,5.5
pmclaird@sumace.com,1,9.8
pmeinerding@konex.com,1,2.2
pmeinerding@konex.com,2,11.8
pmeteer@funholding.com,2,18.8
pmirafuentes@ron-tech.com,2,1.6
pparlato@iselectrics.com,4,0.9
pperez@rangreen.com,1,4.6
ppolidori@golddex.com,2,2.7
ppolidori@golddex.com,3,3.6
prentfro@singletechno.com,2,1.5
prestrepo@lexiqvolax.com,1,1.4
psarbacher@scotfind.com,3,1.9
pschoeneck@hatfan.com,1,2.5
psergi@silis.com,2,2.3
psilvestrini@labdrill.com,1,1.5
psilvestrini@labdrill.com,2,1.2
pvarriano@xx-holding.com,4,3.1
pwaycott@zathunicon.com,1,2.6
pzagen@sunnamplex.com,2,4.3
pzagen@sunnamplex.com,4,1
pzagen@sunnamplex.com,7,8.7
qdilliard@finhigh.com,1,1.7
qdilliard@finhigh.com,2,1.1
qfallick@fasehatice.com,4,5
qflosi@domzoom.com,7,1.5
qiturbide@fasehatice.com,1,2.2
qkiel@streethex.com,1,1.9
qkiel@streethex.com,9,1.7
qmcrae@domzoom.com,1,2.2
qpapasergi@stanredtax.com,4,1.1
qzepp@ganjaflex.com,1,10.8
rabdallah@donquadtech.com,3,1.4
rabdallah@donquadtech.com,4,0.4
rabdallah@donquadtech.com,5,0.6
racey@yearin.com,1,7.4
racey@yearin.com,2,10.2
racey@yearin.com,4,7.1
ralbares@y-corporation.com,4,1.6
rauber@konex.com,2,1.7
rbatman@streethex.com,1,6.2
rbenimadho@rangreen.com,4,2.6
rbergesen@kinnamplus.com,1,3.5
rbergesen@kinnamplus.com,2,2.5
rberray@dontechi.com,3,2.2
rbevelacqua@betatech.com,2,1.5
rbevelacqua@betatech.com,4,4.7
rbevelacqua@sumace.com,1,3.3
