household_email,appliance_number,hspf,seer
btromblay@funholding.com,2,31.2,22.4
bturinetti@zathunicon.com,4,13,32.5
bturinetti@zathunicon.com,5,25.6,48.9
bvillanueva@funholding.com,1,25.8,51.4
bvillanueva@funholding.com,2,18.9,38.1
bwardrip@fasehatice.com,1,20.4,45.5
bwardrip@fasehatice.com,2,23.8,38.6
bwardrip@fasehatice.com,3,19.6,28.8
bwenzinger@ontomedia.com,1,23.7,46.1
bwieser@nam-zim.com,2,21.7,49.5
bwieser@nam-zim.com,3,21.6,55.2
bwieser@nam-zim.com,4,21.8,42.7
bwildfong@xx-zobam.com,1,18.4,34.9
bwildfong@xx-zobam.com,5,21.9,60.8
byum@finhigh.com,1,28.7,60.4
byum@finhigh.com,2,20.2,40.2
cacey@sonron.com,3,20,34.3
cacuff@codehow.com,1,22.5,34.4
cacuff@codehow.com,4,20.8,62.7
cacuff@fasehatice.com,1,22.9,30.7
cahle@fasehatice.com,1,23.5,60
cahle@fasehatice.com,2,23.9,42.9
calbares@rantouch.com,3,24,30
camigon@plexzap.com,3,20.9,36.2
candreason@streethex.com,1,20.9,36.9
cangalich@codehow.com,4,14,43.7
cangalich@codehow.com,5,17.9,45.6
cangalich@codehow.com,6,24.9,35.2
cbarfield@fasehatice.com,3,24.7,39.4
cbarfield@iselectrics.com,2,24,50.7
cbatman@green-plus.com,1,17.9,45.9
cbennick@toughzap.com,1,19.4,39
cbennick@toughzap.com,2,23.5,49.1
cberganza@zathunicon.com,1,18.6,30
cberganza@zathunicon.com,3,29.4,46.7
cberganza@zathunicon.com,4,15.9,42.7
cbergesen@ron-tech.com,3,21.2,46.4
cbevelacqua@codehow.com,1,24.5,35.8
cbirkner@hottechi.com,3,18.5,15.6
cbrachle@goodsilron.com,1,28.5,66
cburnard@opentech.com,1,17.8,44.5
cburnard@opentech.com,2,29,39.1
cburnard@opentech.com,4,23.1,54.3
cbuzick@plussunin.com,1,14.8,30.6
cbuzick@plussunin.com,2,19,52.2
cbuzick@plussunin.com,4,17,62
ccaiafa@iselectrics.com,3,24.9,47.5
ccaiafa@iselectrics.com,4,23,40.3
ccallaro@stanredtax.com,4,23.4,33
ccalvaresi@rantouch.com,3,26.7,66.8
ccampain@sonron.com,1,15.8,48.9
ccampain@zumgoity.com,1,19.5,31.8
ccastros@ron-tech.com,1,16.4,24.3
ccastros@ron-tech.com,3,24.5,44.5
ccaudy@zathunicon.com,1,25,57.9
ccetta@rundofase.com,3,25.7,54.2
cclaucherty@singletechno.com,1,27.5,46.8
ccolaizzo@scotfind.com,2,31,47.2
ccoody@singletechno.com,2,17.9,52.5
ccookey@treequote.com,1,21.8,48.1
ccoyier@lexiqvolax.com,1,32.2,58.5
ccrupi@inity.com,1,27.5,39.9
ccryer@betasoloin.com,5,21.2,56.3
cdallen@opentech.com,3,26,48.2
cdallen@singletechno.com,1,17.2,53.5
cdallen@singletechno.com,7,23.8,50.7
cdallen@singletechno.com,8,20.4,49.1
cdaufeldt@scotfind.com,3,23.5,32.6
cdegonia@betatech.com,3,20.2,41.8
cdegroot@newex.com,6,24.5,50.1
cdeleo@zoomit.com,1,16.7,64.1
cdevreese@toughzap.com,3,14.9,33.9
cdickerson@singletechno.com,1,12.2,21.1
cdickerson@singletechno.com,3,17.6,49.6
cdilliard@blackzim.com,5,17.3,33.5
cdiscipio@faxquote.com,1,15.8,59.8
cdiscipio@faxquote.com,3,21.9,69.6
cdopico@isdom.com,2,25.8,41.1
cdopico@isdom.com,4,20.8,33.9
cdopico@scottech.com,3,27.4,47
cduenas@ontomedia.com,3,17.4,43.4
cduenas@zotware.com,1,18.1,24.6
ceroman@plusstrip.com,2,18.8,61.6
cfarrow@scottech.com,1,22.3,59.2
cfarrow@scottech.com,3,24.1,26.5
cfortino@mathtouch.com,1,24.5,58.2
cfrankel@isdom.com,6,24.4,66.7
cfrerking@rantouch.com,1,31.2,45.3
cfrey@ron-tech.com,2,19.2,36.2
cgarufi@finjob.com,1,25.7,44.5
cgehrett@isdom.com,3,29.2,45.1
cgellinger@stanredtax.com,1,22.2,32.1
cgillian@ontomedia.com,2,34.8,23.2
cglick@rantouch.com,3,23.2,23.6
cglick@scotfind.com,2,32.8,39.6
cglick@scotfind.com,4,22.9,27
cglick@scotfind.com,5,25.2,33.8
cglick@scotfind.com,8,19.7,35
cgobern@sunnamplex.com,2,23.3,41
cgochal@konex.com,1,23.2,34.9
cgochal@sunnamplex.com,1,24.2,54
cgochal@sunnamplex.com,2,17.9,33.7
cgudroe@plexzap.com,1,19.9,34.8
chagele@donquadtech.com,1,21.4,47.3
chalsey@dambase.com,3,20.1,45.1
charnos@blackzim.com,2,24.7,47.5
charoldson@condax.com,2,22.4,33.1
cheimann@silis.com,1,30.1,39.3
cheimann@silis.com,2,22.1,48.3
cherritt@toughzap.com,1,16.9,62.4
chiatt@blackzim.com,2,23.6,24.2
chiatt@y-corporation.com,2,24.7,44.4
choffis@opentech.com,2,26.4,40.6
choneywell@ganjaflex.com,3,19.6,41.1
choneywell@ganjaflex.com,4,17.3,37.3
choneywell@konex.com,6,24.7,37.7
choneywell@opentech.com,7,14.8,69.5
choogland@bioplex.com,4,20.2,47.2
chusser@bioholding.com,2,21.5,45.3
chusser@dambase.com,2,17,34.3
chusser@dambase.com,4,27.9,52.5
cisenhower@zoomit.com,1,22.4,49.3
citurbide@gogozoom.com,1,20.2,39.7
ckannady@green-plus.com,3,21.2,54.3
ckannady@green-plus.com,4,19.1,34.2
ckannady@y-corporation.com,1,17.5,36.1
ckarpel@singletechno.com,2,14.2,35.4
cketelsen@finhigh.com,2,18,45.1
cketelsen@finhigh.com,3,18.8,44.2
ckiel@betatech.com,2,18.2,34.1
ckines@bioholding.com,2,24.9,27
ckines@openlane.com,2,23.2,45.8
cklang@zoomit.com,1,18.5,55
cklusman@donware.com,1,16.6,45.5
cklusman@donware.com,3,26.3,41.8
cknipp@groovestreet.com,6,25.1,40.6
cknipp@groovestreet.com,7,10.7,19.3
ckoppinger@hottechi.com,4,17.1,46.3
ckorando@labdrill.com,3,23.6,29.8
ckorando@labdrill.com,4,17,54.2
ckorando@labdrill.com,6,27.9,50.2
ckorando@newex.com,2,28.2,37.6
ckorando@newex.com,3,27.2,33.5
ckownacki@lexiqvolax.com,1,22,52.2
ckulzer@silis.com,1,15.8,43.4
clabreche@opentech.com,3,22.2,51.6
clawler@cancity.com,1,22.5,45.6
clawler@finhigh.com,3,19.9,61
clayous@singletechno.com,6,18,26.7
cleto@betatech.com,2,14.6,40.9
clinahan@openlane.com,1,23.6,43
cliukko@inity.com,1,22.1,32.3
cliukko@inity.com,4,14.6,41
cliukko@rantouch.com,1,21.9,54.8
cloder@kan-code.com,3,27.8,38
clother@treequote.com,2,25,38.6
clother@treequote.com,3,20.6,45.2
cmalet@zathunicon.com,1,25.1,49.6
cmarrier@conecom.com,1,28.7,35.1
cmastella@rantouch.com,1,17.6,25.9
cmatuszak@silis.com,3,21.9,43.6
cmatuszak@xx-holding.com,1,16.3,50.9
cmiceli@conecom.com,1,25,45.4
cmodzelewski@stanredtax.com,1,15.3,41.6
cmodzelewski@stanredtax.com,2,21.7,47
cmonarrez@gogozoom.com,3,17.8,45.6
cmoyd@toughzap.com,1,23.2,37.7
cmoyd@toughzap.com,3,26.6,57.6
cmulqueen@iselectrics.com,2,24.2,23.6
cmulqueen@zathunicon.com,1,24.8,37.2
cmulqueen@zathunicon.com,2,21.9,45.1
cneither@betatech.com,4,22.8,37.8
cnestle@stanredtax.com,3,27.6,45.1
cnestle@stanredtax.com,6,22,57.4
cnestle@xx-holding.com,3,24.3,68.1
cnewville@ron-tech.com,2,25.2,59.8
cnewville@ron-tech.com,3,23,51.4
cnicka@codehow.com,1,17.8,58.4
cnunlee@streethex.com,2,10.2,44.3
coldroyd@scottech.com,2,26.4,39.1
coldroyd@scottech.com,3,25.1,48.1
cparlato@kinnamplus.com,1,23.1,45.8
cpaskin@fasehatice.com,1,21.7,29.4
cpaulas@nam-zim.com,6,19.3,44
cpaulas@warephase.com,4,18.2,49.3
cperin@year-job.com,3,27.5,32.8
cperin@zoomit.com,1,22,31.2
cperin@zoomit.com,4,25.8,42.4
cperin@zoomit.com,6,21.3,60.2
cperruzza@warephase.com,3,16,51.6
cpinilla@fasehatice.com,3,28.3,31.8
cpinilla@newex.com,1,18.9,53.1
cplumer@fasehatice.com,2,21.3,45.8
cplumer@fasehatice.com,3,26.9,44.7
cplumer@nam-zim.com,2,23.8,50
cplumer@nam-zim.com,5,19.8,33.1
cpontoriero@groovestreet.com,1,21.5,40.4
cpontoriero@groovestreet.com,8,20.1,59.2
cpoquette@kan-code.com,3,16.5,42.9
cpoullion@isdom.com,2,23.6,35.1
cragel@dambase.com,2,19,53.8
craymo@blackzim.com,1,20.2,28.1
cregusters@finhigh.com,1,21.9,37.6
cregusters@ontomedia.com,6,12.1,32.2
creiber@xx-holding.com,1,18.6,44.5
creiber@xx-holding.com,3,14.2,44.9
crestrepo@j-texon.com,1,23.8,41
crhoden@funholding.com,1,25.1,35.5
criden@streethex.com,3,20,51.8
cryser@stanredtax.com,2,23.2,50.2
cryser@zathunicon.com,2,17.9,38.8
csama@green-plus.com,2,22.7,46.4
csama@green-plus.com,3,20.6,61.2
csama@green-plus.com,5,23.1,48.9
csamu@isdom.com,2,22.8,32.7
csarao@plexzap.com,1,16.8,45.5
csawchuk@konex.com,3,19,44.1
csayaphon@inity.com,2,18.5,23.4
cscheyer@betasoloin.com,2,30.7,38.3
cscheyer@betasoloin.com,3,21.5,60.9
cscipione@gogozoom.com,1,18.4,32.4
csemidey@green-plus.com,1,16.2,42.4
cshields@lexiqvolax.com,3,20.2,33.9
cshin@openlane.com,2,24.7,44.5
csilvestrini@donquadtech.com,2,17.1,48.7
cskulski@funholding.com,1,25.5,35.2
cskursky@codehow.com,1,29.9,52.6
cslayton@stanredtax.com,6,22.7,45
cslayton@stanredtax.com,7,18,35.4
cstorment@green-plus.com,1,19.8,62.3
cstorment@green-plus.com,2,25.6,38.3
cswayze@lexiqvolax.com,1,25.3,20.3
cswayze@lexiqvolax.com,2,27.3,36.9
ctagala@zoomit.com,2,25.2,52.2
ctagala@zoomit.com,3,16.4,41.8
ctjepkema@isdom.com,1,21.3,37
ctjepkema@ron-tech.com,3,22.6,46.2
ctjepkema@ron-tech.com,5,22,45.9
ctjepkema@streethex.com,1,24.2,38.1
ctjepkema@streethex.com,2,21.3,43.1
ctjepkema@streethex.com,3,20.3,33.1
ctolfree@rangreen.com,2,22.3,46
ctoyama@treequote.com,1,28.1,40.2
ctoyama@treequote.com,3,27.3,29.5
ctromblay@funholding.com,1,14.8,45.2
ctromblay@funholding.com,5,22.2,41
cvanausdal@domzoom.com,3,26.4,41
cvanausdal@domzoom.com,7,23.1,50.9
cwalthall@ontomedia.com,2,22.7,51.7
cwardrip@betasoloin.com,1,23.6,41.2
cwardrip@betasoloin.com,3,20,41.1
cwaymire@conecom.com,1,19.1,39.7
cweglarz@finhigh.com,1,17.9,42.9
cwesterbeck@silis.com,1,22.4,40.4
cwolfgramm@donquadtech.com,1,19.1,49.1
cwolfgramm@donquadtech.com,3,25.2,49.4
cwolfgramm@groovestreet.com,2,24.8,45.2
cworlds@xx-zobam.com,2,23.5,33
cyaw@xx-holding.com,3,18.2,45.2
czepp@y-corporation.com,1,24,45.4
dabdallah@bioplex.com,3,24.2,35.9
dacey@mathtouch.com,2,22.8,38.9
dagramonte@toughzap.com,1,24.2,49.6
dandreason@konex.com,2,21.3,26.4
dangalich@silis.com,2,16.1,60.1
dangalich@silis.com,4,22.3,47
dbayless@sonron.com,1,25.2,53.9
dberray@groovestreet.com,3,25.1,57.2
dbilden@kinnamplus.com,3,23.6,43.6
dbilden@kinnamplus.com,4,28.1,34.6
dboord@year-job.com,3,23.9,47.8
dborgman@y-corporation.com,1,19.4,45.7
dborgman@y-corporation.com,2,24.3,48.9
dbowley@warephase.com,3,18.4,28
dbrachle@fasehatice.com,2,29.8,57.1
dbrachle@fasehatice.com,4,18.9,56.2
dbrachle@fasehatice.com,6,28.6,37.6
dbrachle@stanredtax.com,1,21.1,44.6
dbrachle@stanredtax.com,2,23,31.3
dbrachle@stanredtax.com,3,17.9,48.8
dbrachle@stanredtax.com,4,23,59.1
dbreland@inity.com,1,25.1,46.2
dbrossart@faxquote.com,4,21.6,32.3
dburnard@zathunicon.com,3,24.6,35.8
dbuvens@nam-zim.com,1,25.2,42.5
dbuvens@newex.com,1,21.6,33.8
dcaldarera@isdom.com,3,14.7,43.9
dcaldarera@isdom.com,4,21.2,49
dcanlas@betatech.com,1,16.9,39.2
dcomnick@finhigh.com,4,25.8,28.1
dcomnick@finhigh.com,10,22.8,29.7
dcomnick@rundofase.com,3,24.9,47.2
dcorrio@codehow.com,3,17,49.2
dcraghead@silis.com,3,30.3,41.9
dcronauer@finjob.com,2,26.8,31.1
dcrupi@ontomedia.com,1,18.7,54.6
dcrupi@ontomedia.com,3,29.1,44.8
ddarakjy@cancity.com,5,26.9,43.5
ddegonia@silis.com,1,31.8,48
ddelasancha@funholding.com,4,28.7,54.9
ddevreese@fasehatice.com,3,19.1,21.9
ddhamer@blackzim.com,3,16,35.1
ddilliard@konmatfix.com,1,21.1,52.4
demigh@xx-holding.com,1,15,58.4
dengelberg@condax.com,2,18.7,41.6
destell@xx-zobam.com,3,20,39.1
dfallick@toughzap.com,4,18.2,37.2
dfarrow@betatech.com,1,21.3,47
dfarrow@domzoom.com,2,20.5,40.6
dfarrow@labdrill.com,3,20,40.6
dfelger@y-corporation.com,1,18,59.9
dfelger@y-corporation.com,7,23.1,50.8
dfritz@betatech.com,3,27.1,42.4
dgehrett@scotfind.com,3,22.2,50.6
dgellinger@conecom.com,3,18.4,34.4
dgillaspie@lexiqvolax.com,3,23.7,38.1
dgleich@sumace.com,5,26.9,46.5
dhalter@newex.com,1,25.4,39.1
dharnos@rantouch.com,9,22.3,26.3
dharnos@xx-holding.com,1,23.8,46.1
dharoldson@fasehatice.com,2,26.7,52.9
dharoldson@fasehatice.com,3,8.7,41.6
dharoldson@zathunicon.com,3,24.5,33.5
dhengel@silis.com,1,24.3,38.1
dhengel@silis.com,3,28.4,31.9
dhidvegi@konmatfix.com,2,23.5,56.4
dhidvegi@konmatfix.com,4,13.5,64.7
dhirpara@xx-zobam.com,1,27.8,37.8
dhirpara@xx-zobam.com,2,13.1,35.1
dhughey@condax.com,1,18.1,53.4
disenhower@iselectrics.com,1,27.3,31.6
disenhower@opentech.com,1,25.4,32.2
disenhower@opentech.com,2,19.2,44.5
diturbide@ganjaflex.com,4,22.3,43.5
djulia@zathunicon.com,2,19.3,40.1
djuvera@xx-zobam.com,1,18.3,28.7
dkannady@yearin.com,2,23.8,40.9
dkarpel@rantouch.com,1,26.3,54.4
dkarpel@rantouch.com,3,19.4,37.6
dkines@gogozoom.com,1,20.2,41.2
dkines@rangreen.com,3,26,42.9
dklimek@groovestreet.com,3,24.9,45.1
dkulzer@gogozoom.com,1,15.2,42.5
dkulzer@rundofase.com,3,19.1,59.6
dleinenbach@year-job.com,1,25.4,37.4
dleinenbach@year-job.com,3,18.2,29
dlipke@blackzim.com,3,21.1,65.8
dlipke@sonron.com,1,22.2,43.2
dlizama@funholding.com,4,18.6,46.4
dluczki@ganjaflex.com,2,24.5,40.9
dluczki@ganjaflex.com,3,24.8,39.8
dlueckenbach@conecom.com,1,18.8,42.6
dlueckenbach@conecom.com,3,22.1,30.3
dlueckenbach@conecom.com,6,21.7,40.3
dmaclead@zathunicon.com,1,21.9,44.7
dmaisto@stanredtax.com,1,21.8,45.8
dmarrier@newex.com,5,22.6,49.6
dmarrier@newex.com,6,22.3,43.7
dmartabano@rundofase.com,1,14.1,52
dmaynerich@xx-zobam.com,3,27.8,55.5
dmaynerich@xx-zobam.com,5,27.1,42.8
dmaynerich@xx-zobam.com,7,23.3,47.1
dmclaird@bioholding.com,1,21.8,38.5
dmclaird@bioholding.com,3,18.8,35.4
dmcnease@ontomedia.com,3,24.2,53.6
dmeinerding@toughzap.com,1,19.9,34.7
dmeisel@goodsilron.com,2,22.6,54.2
dmeisel@goodsilron.com,6,22.7,40.9
dmiceli@treequote.com,4,14.7,34.8
dmondella@ron-tech.com,3,15.6,24.9
dnabours@zoomit.com,1,23.9,51.2
dnabours@zoomit.com,2,17.6,49.6
dnabours@zoomit.com,3,28.4,43.7
dnabours@zoomit.com,5,27.3,56.8
dnabours@zoomit.com,6,20.6,47.9
dogg@inity.com,3,27.7,51
dpaa@labdrill.com,1,18.2,33.4
dpaa@labdrill.com,5,21.7,51.2
dpaa@labdrill.com,6,22.3,37
dpalaspas@fasehatice.com,1,26.1,46.1
dplumer@plussunin.com,1,18.7,46.6
dplumer@plussunin.com,3,24.3,42.7
dplumer@plussunin.com,7,24.2,16
dpontoriero@plexzap.com,2,26.3,52.6
dpoquette@stanredtax.com,1,20.9,57.3
drestrepo@scotfind.com,1,20.2,51.4
drhym@sunnamplex.com,1,20.8,66.7
drhym@sunnamplex.com,2,20.8,30.3
drim@green-plus.com,4,21.6,32.9
drodenberger@doncon.com,1,20.6,46.3
drulapaugh@conecom.com,1,21.5,36.6
dryser@zoomit.com,1,20.8,49.1
dsama@betatech.com,1,31,44.3
dschemmer@streethex.com,2,19.6,47
dschirpke@donquadtech.com,1,24.9,70.9
dschirpke@donquadtech.com,2,20.6,34
dscipione@labdrill.com,3,18.7,51.2
dscipione@labdrill.com,5,29.3,44.1
dshadrick@rantouch.com,2,19.8,44.5
dshinko@ontomedia.com,2,20.9,43.9
dshinko@zotware.com,1,21.9,34.2
dskursky@conecom.com,3,25.6,38.5
dskursky@konex.com,1,22.4,39.1
dskursky@konex.com,2,22.5,55.3
dslayton@xx-holding.com,2,26.7,60.2
dsteffensmeier@cancity.com,1,20.9,47.4
dsteffensmeier@cancity.com,4,17.7,42.4
dstimmel@isdom.com,1,22.4,48.5
dsyrop@blackzim.com,1,21.7,42.1
dtimenez@gogozoom.com,1,32.8,40.4
dtomasulo@toughzap.com,2,23.7,39
dupthegrove@year-job.com,4,21.4,56.9
dvocelka@rangreen.com,1,20.8,41.7
dwardrip@inity.com,1,28.2,49.8
dwardrip@inity.com,4,15,35.6
dwaycott@newex.com,2,30.1,49.2
dwaycott@newex.com,4,17.9,63.3
dwenner@dambase.com,3,17.8,41.5
dwenner@dambase.com,4,20.8,48.1
dwenner@mathtouch.com,2,22.4,44.1
dwiklund@kinnamplus.com,1,18,56.8
dyglesias@sonron.com,3,22.8,40.1
dyori@stanredtax.com,4,20.8,52
dzepp@donware.com,1,18.9,46.5
dzepp@donware.com,3,22.3,37.8
dzurcher@plexzap.com,1,32.4,24.1
eagramonte@openlane.com,2,17.8,33.4
eagramonte@openlane.com,6,14.7,35.6
ebaltimore@labdrill.com,1,25.4,38.3
ebaltimore@labdrill.com,3,23.8,46.1
ebergesen@dontechi.com,1,26.4,37
eblunk@plusstrip.com,1,22.1,52.9
eboord@nam-zim.com,1,22.3,51
ebriddick@ontomedia.com,2,20.9,45.6
ebrideau@conecom.com,1,15.7,56.1
ecartan@labdrill.com,2,25.1,43.1
ecaudy@xx-holding.com,1,17.6,55.4
ecoody@openlane.com,2,25.3,39.4
ecoody@openlane.com,3,21.3,40.8
ecoody@treequote.com,6,9.9,58.5
ecorrington@opentech.com,2,26.2,53.4
ecorrio@yearin.com,1,22.9,40.2
ecoyier@dontechi.com,1,30.9,40.7
ecoyier@singletechno.com,1,23.9,61.8
edarakjy@statholdings.com,2,23.1,41.7
edarakjy@statholdings.com,3,22.5,30.1
edegroot@plussunin.com,1,30.3,24
edegroot@plussunin.com,2,29,32
edelasancha@betatech.com,3,19.7,47.3
edemesa@labdrill.com,1,21.9,45.1
edilliard@warephase.com,1,21,40.2
edopico@kan-code.com,2,26,41.6
eeanes@faxquote.com,1,15.5,36.1
eehmann@zotware.com,1,24,43.4
eengelberg@bioholding.com,1,20.6,37.8
eengelberg@inity.com,1,28.6,41.3
eengelberg@inity.com,3,24.5,33.1
eengelberg@toughzap.com,1,21.3,45.7
eeroman@yearin.com,4,25.5,37.2
eferencz@newex.com,1,28.1,36.8
efillingim@codehow.com,4,32.2,64.7
efillingim@codehow.com,7,22.6,43
efrancescon@rundofase.com,2,23.2,44.9
efredicks@zencorporation.com,2,25.2,36.1
efredicks@zencorporation.com,3,23.6,49.2
egleich@cancity.com,2,26.4,49.9
egotter@rundofase.com,3,22.3,40.2
egotter@rundofase.com,4,16.7,8.2
eharoldson@toughzap.com,2,13.7,46.5
eharoldson@toughzap.com,3,31.2,46.3
eharoldson@toughzap.com,6,23,56.6
ehengel@streethex.com,2,22.3,30
ehengel@streethex.com,4,32,42.8
ehoneywell@doncon.com,1,20,51.6
ehoopengardner@newex.com,3,20.5,61.8
ehudnall@hottechi.com,2,21.6,27.1
ekarpin@domzoom.com,4,23.9,46.8
ekohl@konmatfix.com,1,18.4,31.7
ekolmetz@konex.com,1,27,69.8
ekonopacki@plusstrip.com,1,30.1,52.2
ekonopacki@rangreen.com,1,23.3,61.5
ekonopacki@rangreen.com,2,14.6,37.2
elabreche@hottechi.com,1,21,36.9
elietz@betasoloin.com,1,17.2,25.2
elorens@hatfan.com,2,24.1,46.6
elorens@inity.com,1,20.5,33.6
eluczki@faxquote.com,1,17.8,65.7
eluczki@faxquote.com,2,21.5,49.4
emcdoniel@green-plus.com,1,28.6,23.1
ementer@zumgoity.com,1,15.8,53.2
emodzelewski@donquadtech.com,1,22.2,45.5
emodzelewski@donquadtech.com,4,26.1,40.5
emodzelewski@scotfind.com,3,21.3,40.1
emonterrubio@iselectrics.com,1,23.8,42.2
emorocco@condax.com,1,25.6,31.8
emorocco@condax.com,2,21.1,41.4
emorocco@condax.com,3,25,50.3
enunlee@dalttechnology.com,1,17.9,62.7
enunlee@dalttechnology.com,4,22.2,24.1
eoles@sonron.com,1,19.6,38.8
eoles@sonron.com,4,25.5,41.7
epaa@zumgoity.com,2,29.2,29.8
eperez@newex.com,1,20.6,49.6
eperin@fasehatice.com,3,22.4,46.8
eragel@yearin.com,2,25.4,58.4
eregusters@dalttechnology.com,1,19.5,42.4
ereiber@zathunicon.com,3,22.2,32.9
erentfro@codehow.com,1,21.8,38.7
erentfro@codehow.com,4,25.8,61.6
erestrepo@xx-holding.com,1,14.7,51.7
erhymes@faxquote.com,3,18.1,61.3
erim@sunnamplex.com,3,28.3,60.8
erodenberger@betasoloin.com,1,21.5,43.3
erulapaugh@dontechi.com,3,21.6,47
erulapaugh@silis.com,3,16.3,41.9
esaras@y-corporation.com,2,32.1,56.5
eschieler@y-corporation.com,4,26.7,49.1
esemidey@dontechi.com,3,16.2,38.1
esemidey@dontechi.com,6,19.2,45.8
esengbusch@betasoloin.com,3,22.1,59.9
esergi@newex.com,1,27.6,56.6
espickerman@gogozoom.com,2,25,50.9
espickerman@gogozoom.com,3,14.9,50.3
espickerman@gogozoom.com,5,24.1,60.5
espringe@rantouch.com,4,25.6,36.8
estaback@silis.com,1,27.5,45.9
estaback@silis.com,3,20.7,34.2
estaback@silis.com,4,22.2,53.3
eswayze@sunnamplex.com,2,28,50
etheodorov@sumace.com,1,22.8,73.7
etheodorov@sumace.com,3,16,46.8
etillotson@ron-tech.com,3,23.7,44.2
etollner@opentech.com,1,18,38.1
etollner@opentech.com,2,27.4,40
eupthegrove@zumgoity.com,2,17.7,21.5
evocelka@opentech.com,1,25.9,41.6
ewardrip@ontomedia.com,4,24,30.5
ewolny@year-job.com,1,21.5,37.3
eyaw@treequote.com,1,21.8,51.4
eyum@plusstrip.com,1,25.8,28
ezagen@doncon.com,1,26.6,53.1
ezagen@doncon.com,4,26.7,54.4
ezane@labdrill.com,3,24.6,33.9
ezepp@zathunicon.com,1,19,45.9
fabdallah@y-corporation.com,1,26.4,47
fandreason@kinnamplus.com,1,21.5,31.1
fankeny@year-job.com,4,29.8,52.9
farceo@bioplex.com,1,17.4,46.1
fbarfield@y-corporation.com,1,18,65.3
fbartolet@rundofase.com,2,23.4,63.5
fbartolet@xx-zobam.com,1,19.3,45.8
fbitsuie@finhigh.com,3,23.1,41.6
fbrossart@toughzap.com,1,24.2,42.5
fbrossart@toughzap.com,3,30.2,55.7
fbubash@nam-zim.com,3,31.1,39.7
fcampain@mathtouch.com,3,22.4,28
fchaffins@zathunicon.com,5,20.4,48.1
fchui@conecom.com,3,20.3,58
fcloney@rantouch.com,1,19.3,51
fcolla@statholdings.com,1,18.7,28
fcolla@statholdings.com,3,21.1,31.8
fcolla@statholdings.com,4,24.8,40.8
fcookey@rangreen.com,1,26.7,53.9
fcorrio@plussunin.com,1,19.5,51
fdenooyer@newex.com,3,28,47.4
fennaco@mathtouch.com,3,19.4,59.4
feschberger@fasehatice.com,2,21.1,53.5
feschberger@fasehatice.com,3,23.4,61.6
ffigeroa@isdom.com,3,27.6,39.7
ffigeroa@lexiqvolax.com,1,20.6,40.2
ffigeroa@lexiqvolax.com,2,27.6,36.7
ffortino@faxquote.com,1,13.9,48.3
ffortino@faxquote.com,2,23.8,50
ffredicks@ganjaflex.com,1,21.2,35.9
ffunnell@j-texon.com,3,22.8,52.1
fgabisi@ontomedia.com,2,20.4,60.9
fgood@mathtouch.com,1,18.7,50.4
fgood@mathtouch.com,4,24.3,64.3
fgood@mathtouch.com,6,30.8,43.8
fgrenet@konmatfix.com,5,19.2,36.5
fhamilton@golddex.com,3,19.6,61.7
fharoldson@sonron.com,1,25.7,37.2
fharoldson@sonron.com,4,22.1,37.3
fharoldson@sonron.com,7,21.3,45.6
fhaufler@donquadtech.com,4,22.6,41.2
fhaufler@donquadtech.com,5,26.8,40.9
fherritt@singletechno.com,2,20.2,56.1
fhughey@green-plus.com,1,22.5,33.3
finouye@y-corporation.com,2,24.7,31.4
fisenhower@betasoloin.com,1,28,43.1
fjurney@isdom.com,3,11.8,31.9
fkannady@treequote.com,3,33,27.9
fklang@cancity.com,5,12.7,64.6
fkohnert@condax.com,2,22.6,31.3
fkohnert@condax.com,4,26.5,26.4
fkolmetz@xx-holding.com,3,17.9,44.2
flary@doncon.com,1,19.9,30.7
fleto@sumace.com,1,16.8,42.4
flizama@dontechi.com,3,24.2,50.2
flizama@dontechi.com,6,17,62.4
florens@y-corporation.com,3,22,61.6
florens@y-corporation.com,4,14.9,33.5
fmaillard@codehow.com,3,20.8,48.6
fmalet@sunnamplex.com,1,32.5,53.1
fmconnell@treequote.com,1,22.1,68.5
fmconnell@treequote.com,5,15.3,39.4
fmerced@iselectrics.com,2,21.9,34.8
fmodzelewski@conecom.com,2,17.8,40.9
fmulqueen@donquadtech.com,1,18.5,52.1
fneither@statholdings.com,6,22.3,45.2
fnewville@bioplex.com,1,22.1,49.6
fnewville@cancity.com,3,17.3,49.6
fnewville@cancity.com,5,22.1,35.3
fnunlee@dalttechnology.com,4,23.6,43.9
fohms@zumgoity.com,2,25.6,32.8
fonofrio@inity.com,6,22.6,46.6
fonofrio@inity.com,8,23.3,36.7
fpaskin@sumace.com,3,22.2,31.1
fpaulas@ron-tech.com,1,21.5,53.1
fpedrozo@domzoom.com,3,19.7,52.6
fpedrozo@rundofase.com,1,21.7,40.5
fpedrozo@rundofase.com,3,25.9,30.6
fperruzza@codehow.com,1,20.1,31.6
fperruzza@codehow.com,3,27.8,47
fpoquette@rantouch.com,1,27.7,47.1
fpoullion@iselectrics.com,1,25.2,41.4
fpoullion@iselectrics.com,3,23.9,33.7
freiber@ganjaflex.com,5,24.3,45.8
frulapaugh@stanredtax.com,1,20.7,57.4
fshealy@labdrill.com,2,25.5,42.6
fshealy@labdrill.com,3,13.1,29.1
fsilvestrini@scotfind.com,1,23.4,39.1
fsimilton@toughzap.com,1,21.4,45.4
fsimilton@toughzap.com,3,22.8,57.6
