household_email,power_number,battery,kilowatt_hours,energy_source
hdilliard@zumgoity.com,1,14,56,solar-electric
hdorshorst@ontomedia.com,1,28,123,solar-electric
hdubaldi@green-plus.com,1,11,87,solar-electric
hfillingim@opentech.com,1,27,121,solar-electric
hfrerking@bioplex.com,1,60,190,solar-electric
hfunnell@zencorporation.com,1,NULL,109,solar-electric
hgato@ontomedia.com,1,10,22,solar-electric
hgesick@betasoloin.com,1,31,56,wind
hhanafan@warephase.com,1,62,59,solar-electric
hheintzman@zencorporation.com,1,NULL,43,solar-electric
hhirpara@dalttechnology.com,1,21,115,solar-electric
hhoffis@zumgoity.com,1,48,50,solar-electric
hhoneywell@labdrill.com,1,NULL,67,solar-electric
hhoneywell@labdrill.com,2,35,22,wind
hhughey@ganjaflex.com,1,NULL,89,solar-electric
hhughey@ganjaflex.com,2,18,40,solar-electric
hkalafatis@openlane.com,1,68,179,wind
hkippley@faxquote.com,1,NULL,59,solar-electric
hkippley@hottechi.com,1,NULL,72,solar-electric
hkippley@hottechi.com,2,NULL,87,solar-electric
hklonowski@plexzap.com,1,NULL,126,solar-electric
hkownacki@kan-code.com,1,41,24,solar-electric
hlinahan@scottech.com,1,NULL,50,wind
hlizama@zoomit.com,1,39,18,solar-electric
hlouissant@j-texon.com,1,18,34,wind
hlukasik@betatech.com,1,97,71,solar-electric
hmaillard@doncon.com,1,11,118,wind
hmaillard@doncon.com,2,26,76,solar-electric
hmalet@funholding.com,1,NULL,18,solar-electric
hmalvin@scotfind.com,1,NULL,80,solar-electric
hmastella@goodsilron.com,1,44,62,solar-electric
hmastella@goodsilron.com,2,30,70,solar-electric
hmonterrubio@konex.com,1,29,59,solar-electric
hnachor@green-plus.com,1,41,70,solar-electric
hnayar@finhigh.com,1,NULL,61,solar-electric
hpadilla@zathunicon.com,1,17,157,solar-electric
hpaprocki@betatech.com,1,104,136,solar-electric
hpoullion@zoomit.com,1,30,98,solar-electric
hrim@dalttechnology.com,1,12,105,solar-electric
hsaulter@ontomedia.com,1,73,180,solar-electric
hsayaphon@yearin.com,1,NULL,22,solar-electric
hschmierer@plusstrip.com,1,36,148,wind
hstorment@lexiqvolax.com,1,35,78,solar-electric
hsweely@dontechi.com,1,25,192,solar-electric
htawil@openlane.com,1,NULL,89,solar-electric
hthreets@gogozoom.com,1,97,124,solar-electric
htimenez@bioplex.com,1,132,109,wind
htomasulo@hottechi.com,1,NULL,31,solar-electric
hupthegrove@betatech.com,1,13,86,solar-electric
hwaymire@toughzap.com,1,44,87,solar-electric
hwhobrey@ron-tech.com,1,NULL,114,solar-electric
hzepp@ganjaflex.com,1,19,108,solar-electric
hzepp@ganjaflex.com,2,40,58,solar-electric
ialbares@sunnamplex.com,1,NULL,83,solar-electric
iamigon@fasehatice.com,1,27,78,solar-electric
iandreason@plusstrip.com,1,18,23,solar-electric
ibachman@zoomit.com,1,12,65,wind
iclaucherty@zoomit.com,1,26,27,solar-electric
ifeichtner@silis.com,1,39,26,solar-electric
ifeichtner@silis.com,2,37,74,solar-electric
igoldammer@plusstrip.com,1,26,18,solar-electric
ihaufler@inity.com,1,36,32,wind
ikines@dontechi.com,1,84,60,solar-electric
ikoppinger@stanredtax.com,1,13,82,solar-electric
ikownacki@gogozoom.com,1,13,102,wind
imanno@finhigh.com,1,14,94,wind
ipaa@plexzap.com,1,41,18,solar-electric
irodeigues@konex.com,1,49,107,solar-electric
isayaphon@labdrill.com,1,110,105,wind
iscipione@j-texon.com,1,41,65,solar-electric
iscipione@j-texon.com,2,26,24,solar-electric
itomasulo@zotware.com,1,79,21,solar-electric
iwardrip@funholding.com,1,35,24,solar-electric
iwolny@finhigh.com,1,32,190,solar-electric
iwolny@finhigh.com,2,35,129,solar-electric
iwolny@finhigh.com,3,45,40,solar-electric
iwolny@finhigh.com,4,24,74,wind
iwolny@kan-code.com,1,NULL,173,solar-electric
jacey@condax.com,1,52,168,solar-electric
jacey@dambase.com,1,NULL,101,solar-electric
jahle@xx-zobam.com,1,38,47,solar-electric
jahle@xx-zobam.com,2,30,126,solar-electric
jandreason@groovestreet.com,1,37,20,wind
jarias@labdrill.com,1,NULL,31,solar-electric
jarias@labdrill.com,2,19,44,wind
jauffrey@rantouch.com,1,NULL,81,solar-electric
jbachman@codehow.com,1,13,64,solar-electric
jbeech@dalttechnology.com,1,NULL,48,solar-electric
jbenimadho@blackzim.com,1,NULL,68,solar-electric
jbenimadho@groovestreet.com,1,26,105,solar-electric
jbevelacqua@codehow.com,1,NULL,56,solar-electric
jbevelacqua@codehow.com,2,12,19,solar-electric
jbevelacqua@rundofase.com,1,NULL,63,solar-electric
jbitsuie@yearin.com,1,30,133,solar-electric
jblackwood@stanredtax.com,1,52,24,solar-electric
jblunk@plusstrip.com,1,35,15,solar-electric
jbookamer@dambase.com,1,NULL,87,solar-electric
jboulter@groovestreet.com,1,NULL,49,wind
jbourbon@y-corporation.com,1,69,95,solar-electric
jbrideau@finhigh.com,1,38,19,solar-electric
jbruschke@streethex.com,1,32,87,solar-electric
jbuemi@mathtouch.com,1,NULL,129,solar-electric
jbutt@bioplex.com,1,NULL,86,solar-electric
jbuvens@toughzap.com,1,NULL,133,solar-electric
jbuzick@funholding.com,1,NULL,58,wind
jcaiafa@fasehatice.com,1,NULL,76,solar-electric
jcaldarera@ganjaflex.com,1,94,95,solar-electric
jcaldarera@inity.com,1,39,64,solar-electric
jcampain@betasoloin.com,1,10,96,wind
jcampain@betasoloin.com,2,24,25,solar-electric
jcandlish@zencorporation.com,1,11,19,solar-electric
jcandlish@zencorporation.com,2,NULL,115,solar-electric
jcantres@sumace.com,1,16,38,solar-electric
jcartan@golddex.com,1,56,89,solar-electric
jcartan@opentech.com,1,NULL,20,wind
jcaudy@yearin.com,1,49,39,wind
jchavous@xx-zobam.com,1,NULL,71,solar-electric
jchavous@xx-zobam.com,2,27,47,solar-electric
jchesterfield@konmatfix.com,1,26,48,solar-electric
jcoody@codehow.com,1,17,126,solar-electric
jcorrington@hottechi.com,1,32,70,solar-electric
jcraghead@singletechno.com,1,49,172,solar-electric
jdeleo@konmatfix.com,1,41,53,solar-electric
jdewar@warephase.com,1,11,86,solar-electric
jemigh@dambase.com,1,44,15,solar-electric
jengelberg@opentech.com,1,NULL,53,wind
jennaco@labdrill.com,1,79,51,wind
jeschberger@openlane.com,1,23,102,solar-electric
jfelger@plexzap.com,1,12,17,wind
jfigeroa@betasoloin.com,1,NULL,158,wind
jfortino@sonron.com,1,NULL,56,wind
jfrancescon@funholding.com,1,NULL,65,solar-electric
jfrankel@ontomedia.com,1,NULL,26,solar-electric
jfredicks@hatfan.com,1,28,19,solar-electric
jfredicks@konex.com,1,30,22,solar-electric
jfredicks@konex.com,2,28,124,solar-electric
jfredicks@nam-zim.com,1,NULL,15,solar-electric
jfunnell@konmatfix.com,1,17,76,wind
jgabisi@kan-code.com,1,49,26,solar-electric
jgato@singletechno.com,1,26,100,solar-electric
jgato@stanredtax.com,1,46,24,solar-electric
jglick@golddex.com,1,43,175,solar-electric
jgoldammer@xx-zobam.com,1,15,47,solar-electric
jgwalthney@faxquote.com,1,77,92,solar-electric
jhagele@hatfan.com,1,66,156,solar-electric
jharoldson@j-texon.com,1,NULL,60,wind
jhaufler@y-corporation.com,1,12,71,solar-electric
jhidvegi@labdrill.com,1,NULL,162,solar-electric
jhoffis@rantouch.com,1,NULL,48,solar-electric
jhoopengardner@golddex.com,1,27,16,solar-electric
jhoopengardner@golddex.com,2,29,103,solar-electric
jhoopengardner@golddex.com,3,10,20,solar-electric
jhusser@plexzap.com,1,43,72,wind
jisaacs@domzoom.com,1,15,22,solar-electric
jisaacs@domzoom.com,2,25,62,solar-electric
jjacobos@groovestreet.com,1,17,84,solar-electric
jjacobos@treequote.com,1,NULL,64,wind
jkalafatis@conecom.com,1,61,149,wind
jkalafatis@rundofase.com,1,28,106,wind
jkalafatis@sunnamplex.com,1,15,24,solar-electric
jkarpin@scottech.com,1,NULL,24,solar-electric
jkarpin@scottech.com,2,34,20,solar-electric
jkeneipp@funholding.com,1,NULL,62,solar-electric
jketelsen@zotware.com,1,20,73,solar-electric
jkiel@isdom.com,1,17,105,solar-electric
jkiel@toughzap.com,1,58,57,wind
jklusman@newex.com,1,NULL,42,solar-electric
jklusman@rantouch.com,1,NULL,79,solar-electric
jkownacki@statholdings.com,1,38,50,solar-electric
jkulzer@silis.com,1,34,157,solar-electric
jkulzer@silis.com,2,14,21,solar-electric
jkusko@kan-code.com,1,13,15,solar-electric
jlabreche@kinnamplus.com,1,NULL,17,solar-electric
jlabreche@xx-zobam.com,1,NULL,123,wind
jlayous@zencorporation.com,1,16,79,solar-electric
jlietz@hatfan.com,1,NULL,33,solar-electric
jlietz@plexzap.com,1,22,102,solar-electric
jlindall@ron-tech.com,1,NULL,16,solar-electric
jlipkin@opentech.com,1,13,16,solar-electric
jlizama@conecom.com,1,23,60,solar-electric
jlouissant@finjob.com,1,13,61,solar-electric
jlukasik@blackzim.com,1,NULL,79,solar-electric
jlungren@faxquote.com,1,23,140,wind
jmaclead@blackzim.com,1,NULL,92,wind
jmaclead@labdrill.com,1,50,19,solar-electric
jmai@finhigh.com,1,11,87,solar-electric
jmaillard@ganjaflex.com,1,41,30,solar-electric
jmallett@openlane.com,1,14,24,solar-electric
jmallett@openlane.com,2,33,21,solar-electric
jmalvin@faxquote.com,1,55,77,solar-electric
jmanno@condax.com,1,88,87,solar-electric
jmauson@lexiqvolax.com,1,102,58,solar-electric
jmaynerich@zoomit.com,1,79,90,solar-electric
jmclaird@konex.com,1,22,109,solar-electric
jmclaird@konmatfix.com,1,NULL,77,solar-electric
jmclaird@xx-holding.com,1,92,114,solar-electric
jmcrae@newex.com,1,NULL,22,solar-electric
jmeisel@hatfan.com,1,40,48,solar-electric
jmeisel@hatfan.com,2,18,68,solar-electric
jmeisel@konex.com,1,NULL,115,solar-electric
jmerced@mathtouch.com,1,NULL,102,solar-electric
jmiceli@sunnamplex.com,1,NULL,63,solar-electric
jmiceli@sunnamplex.com,2,NULL,49,wind
jmondella@betatech.com,1,77,107,solar-electric
jmondella@domzoom.com,1,NULL,67,solar-electric
jmonterrubio@isdom.com,1,33,110,wind
jmorocco@finjob.com,1,90,172,solar-electric
jmotley@scottech.com,1,57,65,wind
jmotley@scottech.com,2,22,23,solar-electric
jmotley@warephase.com,1,16,54,solar-electric
jmugnolo@finhigh.com,1,24,53,solar-electric
jmugnolo@finhigh.com,2,37,96,solar-electric
jmunns@openlane.com,1,NULL,99,solar-electric
jmunns@treequote.com,1,NULL,98,solar-electric
jneither@scotfind.com,1,27,52,solar-electric
jogg@goodsilron.com,1,NULL,148,wind
johms@ganjaflex.com,1,17,68,solar-electric
joles@scottech.com,1,17,17,solar-electric
joles@scottech.com,2,14,105,solar-electric
joles@scottech.com,3,NULL,18,solar-electric
jperigo@hatfan.com,1,31,44,solar-electric
jpinilla@golddex.com,1,18,100,solar-electric
jpoquette@gogozoom.com,1,75,73,solar-electric
jpoquette@ron-tech.com,1,11,52,solar-electric
jpoquette@ron-tech.com,2,30,105,solar-electric
jrantanen@ron-tech.com,1,NULL,23,solar-electric
jrauser@inity.com,1,31,22,wind
jregusters@openlane.com,1,50,89,solar-electric
jrhymes@silis.com,1,28,95,solar-electric
jrim@bioholding.com,1,36,111,solar-electric
jrodeigues@treequote.com,1,56,16,solar-electric
jsahagun@konex.com,1,119,21,solar-electric
jsarao@zencorporation.com,1,NULL,193,solar-electric
jsaras@donquadtech.com,1,96,27,wind
jsaras@singletechno.com,1,55,127,wind
jsaylors@ontomedia.com,1,NULL,20,solar-electric
jschmierer@golddex.com,1,NULL,54,wind
jscriven@gogozoom.com,1,NULL,40,solar-electric
jscriven@warephase.com,1,20,19,solar-electric
jseewald@kinnamplus.com,1,34,100,solar-electric
jshields@betasoloin.com,1,66,77,solar-electric
jsimilton@plusstrip.com,1,34,77,solar-electric
jskursky@konmatfix.com,1,91,16,solar-electric
jsmith@kan-code.com,1,49,26,solar-electric
jsmith@zathunicon.com,1,19,159,solar-electric
jspickerman@donquadtech.com,1,29,48,solar-electric
jsteier@streethex.com,1,NULL,51,solar-electric
jstockham@gogozoom.com,1,18,24,solar-electric
jstoltzman@plexzap.com,1,24,101,solar-electric
jstrassner@faxquote.com,1,13,113,solar-electric
jstuer@xx-zobam.com,1,NULL,42,wind
jsturiale@betasoloin.com,1,16,111,solar-electric
jsuell@mathtouch.com,1,31,19,solar-electric
jsuell@zencorporation.com,1,14,29,solar-electric
jswayze@lexiqvolax.com,1,15,48,wind
jswayze@lexiqvolax.com,2,10,142,solar-electric
jsweely@betasoloin.com,1,20,138,solar-electric
jsweigard@green-plus.com,1,NULL,83,solar-electric
jsweigard@isdom.com,1,NULL,176,solar-electric
jtegarden@isdom.com,1,NULL,80,wind
jtheodorov@kan-code.com,1,NULL,63,solar-electric
jtheodorov@kan-code.com,2,27,73,solar-electric
jtillotson@ontomedia.com,1,29,76,wind
jtimenez@hatfan.com,1,35,21,solar-electric
jtimenez@hatfan.com,2,38,67,solar-electric
jtomasulo@scottech.com,1,17,30,solar-electric
jtomasulo@scottech.com,2,30,102,solar-electric
jtomasulo@scottech.com,3,NULL,117,solar-electric
jtomblin@scotfind.com,1,37,133,solar-electric
jtromblay@mathtouch.com,1,18,63,solar-electric
jtromblay@mathtouch.com,2,NULL,16,solar-electric
jupthegrove@plussunin.com,1,14,112,solar-electric
juyetake@xx-holding.com,1,10,23,solar-electric
jvenere@warephase.com,1,10,102,solar-electric
jvinning@isdom.com,1,NULL,124,solar-electric
jvizarro@ganjaflex.com,1,38,83,solar-electric
jwalthall@zotware.com,1,19,30,solar-electric
jweglarz@openlane.com,1,NULL,54,solar-electric
jwildfong@zotware.com,1,NULL,18,wind
jwrinkles@zoomit.com,1,NULL,122,wind
jyaw@lexiqvolax.com,1,18,116,solar-electric
jyori@fasehatice.com,1,NULL,79,solar-electric
kabdallah@condax.com,1,41,91,solar-electric
kacuff@finhigh.com,1,10,111,solar-electric
kalbares@openlane.com,1,NULL,178,solar-electric
kauber@finjob.com,1,28,73,solar-electric
kbatman@opentech.com,1,20,100,wind
kbenimadho@konex.com,1,44,47,solar-electric
kbergesen@dalttechnology.com,1,20,76,solar-electric
kbergesen@dalttechnology.com,2,NULL,18,wind
kbergesen@dalttechnology.com,3,NULL,43,solar-electric
kberlanga@finjob.com,1,NULL,44,solar-electric
kberray@year-job.com,1,83,70,solar-electric
kbiddy@betatech.com,1,35,23,solar-electric
kbirkner@statholdings.com,1,10,74,wind
kblackwood@condax.com,1,31,22,solar-electric
kbrachle@doncon.com,1,NULL,18,solar-electric
kcaiafa@betasoloin.com,1,82,157,solar-electric
kcaiafa@blackzim.com,1,23,110,solar-electric
kcaudy@kinnamplus.com,1,16,19,solar-electric
kcentini@dontechi.com,1,44,20,solar-electric
kcorrington@sunnamplex.com,1,39,64,solar-electric
kcorrio@konmatfix.com,1,NULL,17,solar-electric
kcousey@zotware.com,1,30,39,solar-electric
kcrupi@funholding.com,1,39,169,wind
kcrupi@yearin.com,1,46,77,solar-electric
kdallen@newex.com,1,43,17,solar-electric
kdegonia@donware.com,1,36,24,solar-electric
kdelasancha@sunnamplex.com,1,32,53,solar-electric
kdemesa@lexiqvolax.com,1,NULL,21,wind
kdemesa@lexiqvolax.com,2,15,22,solar-electric
kdevreese@goodsilron.com,1,58,92,solar-electric
kdhamer@warephase.com,1,NULL,69,wind
kdopico@codehow.com,1,37,42,wind
kdopico@codehow.com,2,27,41,solar-electric
kdopico@codehow.com,3,24,26,wind
kdopico@codehow.com,4,44,104,solar-electric
kengelberg@singletechno.com,1,NULL,37,solar-electric
kferencz@fasehatice.com,1,39,88,solar-electric
kferrario@bioholding.com,1,NULL,100,wind
kfrey@zathunicon.com,1,18,75,solar-electric
kgiguere@donquadtech.com,1,18,73,solar-electric
kgochal@green-plus.com,1,41,91,solar-electric
kgudroe@dalttechnology.com,1,50,46,wind
khalsey@kinnamplus.com,1,38,78,solar-electric
khamilton@labdrill.com,1,41,135,solar-electric
khamilton@openlane.com,1,NULL,89,solar-electric
khanafan@bioplex.com,1,NULL,44,solar-electric
kheimann@sumace.com,1,NULL,94,solar-electric
kherritt@sumace.com,1,NULL,78,solar-electric
kjacobos@toughzap.com,1,26,21,solar-electric
kkaniecki@toughzap.com,1,NULL,53,solar-electric
kkannady@zencorporation.com,1,NULL,80,solar-electric
kkardas@sonron.com,1,14,108,solar-electric
kkardas@xx-zobam.com,1,NULL,84,solar-electric
kklimek@sumace.com,1,NULL,18,solar-electric
klabreche@betasoloin.com,1,51,131,solar-electric
klawler@zotware.com,1,32,42,solar-electric
kleto@iselectrics.com,1,26,87,solar-electric
klimmel@ontomedia.com,1,24,44,wind
klungren@betatech.com,1,22,98,solar-electric
kmarrier@konmatfix.com,1,NULL,92,solar-electric
kmastella@statholdings.com,1,21,17,solar-electric
kmenter@opentech.com,1,18,106,solar-electric
kmenter@statholdings.com,1,26,42,solar-electric
kmerced@iselectrics.com,1,47,151,wind
kmodzelewski@rangreen.com,1,45,94,solar-electric
kmondella@mathtouch.com,1,NULL,16,wind
kmonterrubio@j-texon.com,1,18,17,solar-electric
kmorasca@statholdings.com,1,NULL,23,solar-electric
kmorasca@statholdings.com,2,29,102,solar-electric
kmotley@rangreen.com,1,18,77,solar-electric
kmotley@rangreen.com,2,31,40,solar-electric
knabours@finjob.com,1,38,89,wind
knachor@goodsilron.com,1,42,83,wind
kohms@hatfan.com,1,NULL,15,solar-electric
kostrosky@ganjaflex.com,1,NULL,108,solar-electric
kparvis@gogozoom.com,1,33,38,solar-electric
kpaskin@labdrill.com,1,119,67,solar-electric
kpatak@toughzap.com,1,18,17,wind
kperez@silis.com,1,50,128,wind
kperin@kan-code.com,1,12,32,solar-electric
kperin@kan-code.com,2,NULL,23,solar-electric
krauser@bioplex.com,1,15,90,solar-electric
kraymo@ontomedia.com,1,29,84,wind
kregusters@blackzim.com,1,27,149,wind
krhym@mathtouch.com,1,15,85,solar-electric
kriopelle@hottechi.com,1,73,124,solar-electric
ksamu@goodsilron.com,1,34,23,solar-electric
ksaylors@hottechi.com,1,32,35,wind
kscheyer@groovestreet.com,1,37,88,solar-electric
kschmierer@gogozoom.com,1,65,161,solar-electric
ksemidey@inity.com,1,106,149,solar-electric
kshadrick@green-plus.com,1,65,25,solar-electric
kshinko@zoomit.com,1,14,61,solar-electric
kspringe@year-job.com,1,39,22,solar-electric
kspringe@year-job.com,2,NULL,37,solar-electric
kstem@funholding.com,1,NULL,134,solar-electric
kstorment@zumgoity.com,1,NULL,150,solar-electric
ksweigard@silis.com,1,12,16,wind
ktagala@xx-zobam.com,1,19,36,solar-electric
kvanheusen@j-texon.com,1,12,152,solar-electric
kvanheusen@labdrill.com,1,16,56,solar-electric
kvarriano@stanredtax.com,1,17,22,solar-electric
kvizarro@fasehatice.com,1,NULL,48,solar-electric
kvonasek@condax.com,1,16,21,solar-electric
kwalthall@goodsilron.com,1,15,46,solar-electric
kwalthall@goodsilron.com,2,33,67,wind
kwaycott@toughzap.com,1,NULL,24,solar-electric
kwiklund@faxquote.com,1,81,63,solar-electric
kyori@groovestreet.com,1,76,54,solar-electric
kzagen@rundofase.com,1,11,21,wind
kzurcher@kan-code.com,1,12,18,solar-electric
lagramonte@condax.com,1,NULL,72,solar-electric
lagramonte@condax.com,2,NULL,47,wind
lahle@faxquote.com,1,18,57,solar-electric
lamyot@sumace.com,1,NULL,105,solar-electric
lankeny@lexiqvolax.com,1,NULL,102,solar-electric
larceo@bioplex.com,1,24,23,solar-electric
larceo@bioplex.com,2,16,57,solar-electric
laredondo@j-texon.com,1,NULL,107,solar-electric
larias@plexzap.com,1,29,109,solar-electric
lasar@sumace.com,1,NULL,35,solar-electric
lbarfield@nam-zim.com,1,40,19,wind
lbartolet@rangreen.com,1,NULL,96,solar-electric
lbatman@year-job.com,1,NULL,18,solar-electric
lbeech@golddex.com,1,NULL,97,solar-electric
lberray@openlane.com,1,74,64,solar-electric
lblackwood@kinnamplus.com,1,18,106,solar-electric
lbookamer@zencorporation.com,1,10,59,solar-electric
lboord@hottechi.com,1,NULL,16,solar-electric
lboord@yearin.com,1,36,110,solar-electric
lbubash@stanredtax.com,1,NULL,77,solar-electric
lbuemi@hatfan.com,1,75,94,solar-electric
lburnard@kan-code.com,1,16,85,solar-electric
lbuvens@blackzim.com,1,37,71,solar-electric
lbuzick@newex.com,1,NULL,38,solar-electric
lbuzick@zencorporation.com,1,NULL,96,solar-electric
lcaiafa@groovestreet.com,1,24,74,solar-electric
lcaiafa@plussunin.com,1,15,134,solar-electric
lcallaro@faxquote.com,1,NULL,77,solar-electric
lcanlas@donquadtech.com,1,59,97,solar-electric
lcantres@y-corporation.com,1,12,85,solar-electric
lcartan@konmatfix.com,1,24,17,solar-electric
lcastros@betatech.com,1,NULL,38,solar-electric
lchaffins@plussunin.com,1,NULL,17,solar-electric
lchaffins@treequote.com,1,72,189,solar-electric
lclaucherty@toughzap.com,1,14,154,wind
lcolaizzo@bioplex.com,1,30,44,solar-electric
lcousey@dambase.com,1,38,21,solar-electric
lcousey@dambase.com,2,41,53,solar-electric
lcousey@dambase.com,3,11,75,wind
lcousey@dambase.com,4,19,64,solar-electric
lcoyier@condax.com,1,131,52,solar-electric
lcrupi@green-plus.com,1,12,92,solar-electric
ldarakjy@stanredtax.com,1,48,51,wind
ldarakjy@stanredtax.com,2,13,60,solar-electric
ldegonia@kinnamplus.com,1,14,56,solar-electric
ldegonia@kinnamplus.com,2,35,32,wind
ldevreese@doncon.com,1,30,57,solar-electric
ldevreese@doncon.com,2,47,74,solar-electric
ldewar@y-corporation.com,1,48,118,solar-electric
ldilello@scotfind.com,1,80,48,solar-electric
ldopico@warephase.com,1,12,20,wind
leanes@zathunicon.com,1,NULL,62,wind
lemard@stanredtax.com,1,23,24,solar-electric
lengelberg@plusstrip.com,1,62,233,solar-electric
lennaco@bioplex.com,1,NULL,104,solar-electric
lennaco@streethex.com,1,NULL,20,solar-electric
leroman@zoomit.com,1,13,45,solar-electric
lestell@lexiqvolax.com,1,NULL,76,solar-electric
lfallick@sonron.com,1,104,119,solar-electric
lfarrar@hatfan.com,1,23,85,wind
lfarrow@y-corporation.com,1,15,23,wind
lfeichtner@donquadtech.com,1,NULL,71,solar-electric
lfeichtner@streethex.com,1,NULL,117,solar-electric
lfelger@nam-zim.com,1,58,16,wind
lfishburne@kinnamplus.com,1,NULL,91,wind
lflosi@domzoom.com,1,105,16,solar-electric
lfrey@sonron.com,1,17,123,wind
lfunnell@opentech.com,1,NULL,83,solar-electric
lgehrett@rantouch.com,1,11,172,solar-electric
lgiguere@goodsilron.com,1,11,62,solar-electric
lgleich@scottech.com,1,49,23,solar-electric
lgleich@scottech.com,2,NULL,110,solar-electric
lgreenbush@iselectrics.com,1,31,71,solar-electric
lgreenbush@sunnamplex.com,1,NULL,39,solar-electric
lhagele@lexiqvolax.com,1,19,104,wind
lharabedian@betatech.com,1,24,55,solar-electric
lharnos@sonron.com,1,22,93,solar-electric
lharoldson@nam-zim.com,1,10,76,solar-electric
lharoldson@toughzap.com,1,44,118,wind
lhaufler@donquadtech.com,1,22,24,solar-electric
lheimann@groovestreet.com,1,NULL,161,solar-electric
lheintzman@plexzap.com,1,51,23,solar-electric
lhengel@donware.com,1,24,60,solar-electric
lhirpara@golddex.com,1,20,99,solar-electric
lhirpara@scottech.com,1,NULL,98,solar-electric
lhochard@gogozoom.com,1,20,42,solar-electric
lhochard@inity.com,1,NULL,28,solar-electric
lhoffis@iselectrics.com,1,47,61,solar-electric
lhoneywell@gogozoom.com,1,NULL,69,solar-electric
lhoopengardner@betatech.com,1,100,159,solar-electric
lhoopengardner@statholdings.com,1,18,17,solar-electric
lisenhower@konmatfix.com,1,132,54,solar-electric
ljeanty@scottech.com,1,NULL,17,solar-electric
ljillson@labdrill.com,1,15,118,solar-electric
ljurney@conecom.com,1,NULL,22,solar-electric
ljurney@scottech.com,1,NULL,154,solar-electric
ljuvera@faxquote.com,1,31,102,solar-electric
ljuvera@ron-tech.com,1,33,21,solar-electric
lkampa@conecom.com,1,NULL,92,solar-electric
lkannady@rantouch.com,1,NULL,95,solar-electric
lkarpin@xx-holding.com,1,NULL,26,solar-electric
lkeetch@cancity.com,1,31,28,solar-electric
lkeneipp@streethex.com,1,13,27,solar-electric
lketelsen@doncon.com,1,NULL,17,solar-electric
lkiel@finhigh.com,1,13,69,solar-electric
lkiel@finhigh.com,2,24,100,solar-electric
lkiel@finhigh.com,3,NULL,27,solar-electric
lklang@finhigh.com,1,23,23,solar-electric
lklang@xx-zobam.com,1,11,109,solar-electric
lkohnert@warephase.com,1,NULL,32,wind
lkonopacki@cancity.com,1,43,248,solar-electric
lkusko@ontomedia.com,1,21,48,solar-electric
llabreche@zumgoity.com,1,14,96,solar-electric
llace@xx-zobam.com,1,57,117,solar-electric
llary@groovestreet.com,1,32,104,wind
llary@inity.com,1,54,121,solar-electric
llatzke@dontechi.com,1,NULL,73,solar-electric
llatzke@hatfan.com,1,NULL,93,solar-electric
llimmel@zencorporation.com,1,26,72,solar-electric
llimmel@zoomit.com,1,NULL,48,solar-electric
llinahan@gogozoom.com,1,13,100,solar-electric
llinahan@kinnamplus.com,1,52,35,solar-electric
llipke@rundofase.com,1,43,68,solar-electric
lloader@treequote.com,1,23,22,wind
llueckenbach@doncon.com,1,10,120,solar-electric
llueckenbach@zoomit.com,1,NULL,19,solar-electric
llungren@doncon.com,1,36,62,solar-electric
llungren@finjob.com,1,33,94,solar-electric
lmaillard@betatech.com,1,55,227,solar-electric
lmallett@condax.com,1,NULL,59,solar-electric
lmalvin@kan-code.com,1,36,24,solar-electric
lmanno@plexzap.com,1,NULL,26,solar-electric
lmarrier@blackzim.com,1,15,127,solar-electric
lmartabano@funholding.com,1,41,167,solar-electric
lmastella@isdom.com,1,27,194,solar-electric
lmauson@bioplex.com,1,23,102,wind
lmauson@bioplex.com,2,33,90,solar-electric
lmaybury@domzoom.com,1,NULL,60,solar-electric
lmaybury@finhigh.com,1,35,25,solar-electric
lmclaird@blackzim.com,1,NULL,157,solar-electric
lmclaird@stanredtax.com,1,16,52,solar-electric
lmconnell@scotfind.com,1,30,61,solar-electric
lmcrae@warephase.com,1,NULL,21,solar-electric
lmenter@hottechi.com,1,NULL,137,solar-electric
lmenter@plusstrip.com,1,NULL,32,solar-electric
lmiceli@newex.com,1,NULL,16,wind
lmiceli@silis.com,1,NULL,61,solar-electric
lmirafuentes@ron-tech.com,1,NULL,65,solar-electric
lmiro@yearin.com,1,53,111,solar-electric
lmorocco@sonron.com,1,68,154,solar-electric
lmugnolo@doncon.com,1,NULL,20,wind
lmulqueen@iselectrics.com,1,NULL,94,solar-electric
lnabours@konmatfix.com,1,35,18,solar-electric
lnewville@xx-zobam.com,1,NULL,68,solar-electric
lnievas@betasoloin.com,1,43,21,solar-electric
lnievas@cancity.com,1,28,15,wind
loldroyd@inity.com,1,17,64,solar-electric
lonofrio@rangreen.com,1,NULL,89,solar-electric
lostolaza@sunnamplex.com,1,11,134,wind
lpagliuca@lexiqvolax.com,1,47,49,solar-electric
lpalaia@hatfan.com,1,14,26,wind
lpalaia@nam-zim.com,1,80,54,solar-electric
lpalaia@ontomedia.com,1,38,79,wind
lpaprocki@goodsilron.com,1,23,54,solar-electric
lparlato@donquadtech.com,1,26,98,solar-electric
lparvis@lexiqvolax.com,1,56,77,solar-electric
lpawlowicz@zathunicon.com,1,72,181,solar-electric
lperin@betatech.com,1,23,49,wind
lperin@betatech.com,2,NULL,56,solar-electric
lperin@ontomedia.com,1,NULL,115,solar-electric
lperruzza@doncon.com,1,NULL,31,solar-electric
lplumer@zotware.com,1,32,17,solar-electric
